sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO62679,TI-T723,25436,2013-07-23,2013-07-30,2013-08-04,29.00,1,29.00
SO62680,BK-T18U-44,29168,2013-07-23,2013-07-30,2013-08-04,742.00,1,742.00
SO62680,WB-H098,29168,2013-07-23,2013-07-30,2013-08-04,5.00,1,5.00
SO62680,BC-R205,29168,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62680,CA-1098,29168,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62681,BK-T79U-54,24685,2013-07-23,2013-07-30,2013-08-04,2384.00,1,2384.00
SO62681,CA-1098,24685,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62682,BK-T79Y-54,26057,2013-07-23,2013-07-30,2013-08-04,2384.00,1,2384.00
SO62682,TT-T092,26057,2013-07-23,2013-07-30,2013-08-04,5.00,1,5.00
SO62682,TI-T723,26057,2013-07-23,2013-07-30,2013-08-04,29.00,1,29.00
SO62682,HL-U509-R,26057,2013-07-23,2013-07-30,2013-08-04,35.00,1,35.00
SO62682,LJ-0192-L,26057,2013-07-23,2013-07-30,2013-08-04,50.00,1,50.00
SO62682,GL-H102-M,26057,2013-07-23,2013-07-30,2013-08-04,24.00,1,24.00
SO62683,BK-T79Y-46,12154,2013-07-23,2013-07-30,2013-08-04,2384.00,1,2384.00
SO62683,HL-U509-B,12154,2013-07-23,2013-07-30,2013-08-04,35.00,1,35.00
SO62684,BK-R19B-44,22864,2013-07-23,2013-07-30,2013-08-04,540.00,1,540.00
SO62684,TI-R092,22864,2013-07-23,2013-07-30,2013-08-04,21.00,1,21.00
SO62684,PK-7098,22864,2013-07-23,2013-07-30,2013-08-04,2.00,1,2.00
SO62684,CL-9009,22864,2013-07-23,2013-07-30,2013-08-04,8.00,1,8.00
SO62685,BK-R19B-58,16873,2013-07-23,2013-07-30,2013-08-04,540.00,1,540.00
SO62685,BC-R205,16873,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62685,GL-H102-L,16873,2013-07-23,2013-07-30,2013-08-04,24.00,1,24.00
SO62685,WB-H098,16873,2013-07-23,2013-07-30,2013-08-04,5.00,1,5.00
SO62686,BK-R64Y-48,20401,2013-07-23,2013-07-30,2013-08-04,1120.00,1,1120.00
SO62686,TI-R628,20401,2013-07-23,2013-07-30,2013-08-04,25.00,1,25.00
SO62686,TT-R982,20401,2013-07-23,2013-07-30,2013-08-04,4.00,1,4.00
SO62686,HL-U509,20401,2013-07-23,2013-07-30,2013-08-04,35.00,1,35.00
SO62687,BK-R79Y-42,17561,2013-07-23,2013-07-30,2013-08-04,1701.00,1,1701.00
SO62687,HL-U509-R,17561,2013-07-23,2013-07-30,2013-08-04,35.00,1,35.00
SO62688,BK-R64Y-44,24054,2013-07-23,2013-07-30,2013-08-04,1120.00,1,1120.00
SO62688,SJ-0194-L,24054,2013-07-23,2013-07-30,2013-08-04,54.00,1,54.00
SO62689,BK-R19B-44,26992,2013-07-23,2013-07-30,2013-08-04,540.00,1,540.00
SO62689,HL-U509-R,26992,2013-07-23,2013-07-30,2013-08-04,35.00,1,35.00
SO62689,CA-1098,26992,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62690,BK-R19B-44,22471,2013-07-23,2013-07-30,2013-08-04,540.00,1,540.00
SO62690,TI-R092,22471,2013-07-23,2013-07-30,2013-08-04,21.00,1,21.00
SO62691,BK-T79U-50,11898,2013-07-23,2013-07-30,2013-08-04,2384.00,1,2384.00
SO62692,BK-M38S-46,14348,2013-07-23,2013-07-30,2013-08-04,769.00,1,769.00
SO62692,SH-W890-M,14348,2013-07-23,2013-07-30,2013-08-04,70.00,1,70.00
SO62692,GL-H102-L,14348,2013-07-23,2013-07-30,2013-08-04,24.00,1,24.00
SO62692,SJ-0194-M,14348,2013-07-23,2013-07-30,2013-08-04,54.00,1,54.00
SO62693,BK-T79U-54,11893,2013-07-23,2013-07-30,2013-08-04,2384.00,1,2384.00
SO62693,SO-R809-L,11893,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62693,HL-U509-R,11893,2013-07-23,2013-07-30,2013-08-04,35.00,1,35.00
SO62694,BK-R19B-58,23325,2013-07-23,2013-07-30,2013-08-04,540.00,1,540.00
SO62694,BC-R205,23325,2013-07-23,2013-07-30,2013-08-04,9.00,1,9.00
SO62694,WB-H098,23325,2013-07-23,2013-07-30,2013-08-04,5.00,1,5.00
SO62695,HL-U509-B,11771,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62695,GL-H102-M,11771,2013-07-24,2013-07-31,2013-08-05,24.00,1,24.00
SO62696,TI-M267,13044,2013-07-24,2013-07-31,2013-08-05,25.00,1,25.00
SO62697,FE-6654,19104,2013-07-24,2013-07-31,2013-08-05,22.00,1,22.00
SO62697,SO-R809-L,19104,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62698,WB-H098,29338,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62698,HL-U509-B,29338,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62699,WB-H098,23345,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62700,BC-M005,11114,2013-07-24,2013-07-31,2013-08-05,10.00,1,10.00
SO62700,WB-H098,11114,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62700,HL-U509-R,11114,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62701,BK-M18S-42,17889,2013-07-24,2013-07-31,2013-08-05,565.00,1,565.00
SO62701,HL-U509,17889,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62702,BK-R89B-58,13405,2013-07-24,2013-07-31,2013-08-05,2443.00,1,2443.00
SO62702,BC-R205,13405,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62702,WB-H098,13405,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62703,BK-M68B-46,15693,2013-07-24,2013-07-31,2013-08-05,2295.00,1,2295.00
SO62704,SJ-0194-S,11720,2013-07-24,2013-07-31,2013-08-05,54.00,1,54.00
SO62705,TT-R982,11157,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62705,PK-7098,11157,2013-07-24,2013-07-31,2013-08-05,2.00,1,2.00
SO62706,TT-R982,29200,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62706,PK-7098,29200,2013-07-24,2013-07-31,2013-08-05,2.00,1,2.00
SO62707,TT-T092,28008,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62707,PK-7098,28008,2013-07-24,2013-07-31,2013-08-05,2.00,1,2.00
SO62708,TI-M267,25931,2013-07-24,2013-07-31,2013-08-05,25.00,1,25.00
SO62708,PK-7098,25931,2013-07-24,2013-07-31,2013-08-05,2.00,1,2.00
SO62709,TT-R982,27430,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62709,TI-R092,27430,2013-07-24,2013-07-31,2013-08-05,21.00,1,21.00
SO62709,CL-9009,27430,2013-07-24,2013-07-31,2013-08-05,8.00,1,8.00
SO62710,TI-M602,11500,2013-07-24,2013-07-31,2013-08-05,30.00,1,30.00
SO62711,WB-H098,21804,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62711,BC-M005,21804,2013-07-24,2013-07-31,2013-08-05,10.00,1,10.00
SO62712,TI-M602,22861,2013-07-24,2013-07-31,2013-08-05,30.00,1,30.00
SO62712,TT-M928,22861,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62712,HL-U509-R,22861,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62713,SH-W890-L,19888,2013-07-24,2013-07-31,2013-08-05,70.00,1,70.00
SO62713,LJ-0192-M,19888,2013-07-24,2013-07-31,2013-08-05,50.00,1,50.00
SO62714,SH-W890-L,20107,2013-07-24,2013-07-31,2013-08-05,70.00,1,70.00
SO62715,WB-H098,13423,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62715,CL-9009,13423,2013-07-24,2013-07-31,2013-08-05,8.00,1,8.00
SO62716,CA-1098,18663,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62716,WB-H098,18663,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62717,WB-H098,29267,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62718,TT-M928,16652,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62718,HL-U509-R,16652,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62718,SO-R809-L,16652,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62719,TT-M928,14563,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62719,HL-U509-B,14563,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62720,FE-6654,13874,2013-07-24,2013-07-31,2013-08-05,22.00,1,22.00
SO62720,HY-1023-70,13874,2013-07-24,2013-07-31,2013-08-05,55.00,1,55.00
SO62721,FE-6654,13381,2013-07-24,2013-07-31,2013-08-05,22.00,1,22.00
SO62721,LJ-0192-L,13381,2013-07-24,2013-07-31,2013-08-05,50.00,1,50.00
SO62722,TI-R628,20724,2013-07-24,2013-07-31,2013-08-05,25.00,1,25.00
SO62723,TI-M267,17991,2013-07-24,2013-07-31,2013-08-05,25.00,1,25.00
SO62723,TT-M928,17991,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62723,HL-U509,17991,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62723,CA-1098,17991,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62724,SH-W890-S,28722,2013-07-24,2013-07-31,2013-08-05,70.00,1,70.00
SO62724,LJ-0192-X,28722,2013-07-24,2013-07-31,2013-08-05,50.00,1,50.00
SO62725,TT-R982,23626,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62725,HL-U509,23626,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62726,TI-R092,27822,2013-07-24,2013-07-31,2013-08-05,21.00,1,21.00
SO62726,TT-R982,27822,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62726,SO-R809-M,27822,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62727,TT-R982,21847,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62727,TI-R628,21847,2013-07-24,2013-07-31,2013-08-05,25.00,1,25.00
SO62727,ST-1401,21847,2013-07-24,2013-07-31,2013-08-05,159.00,1,159.00
SO62728,TT-R982,27785,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62728,HL-U509-R,27785,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62729,TT-R982,24128,2013-07-24,2013-07-31,2013-08-05,4.00,1,4.00
SO62729,HY-1023-70,24128,2013-07-24,2013-07-31,2013-08-05,55.00,1,55.00
SO62729,HL-U509-R,24128,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62730,TT-T092,26893,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62730,HY-1023-70,26893,2013-07-24,2013-07-31,2013-08-05,55.00,1,55.00
SO62731,TI-M823,11658,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62731,TT-M928,11658,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62731,SO-R809-M,11658,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62732,TI-M823,11642,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62732,TT-M928,11642,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62732,HL-U509,11642,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62733,CA-1098,12515,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62734,WB-H098,12746,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62734,BC-M005,12746,2013-07-24,2013-07-31,2013-08-05,10.00,1,10.00
SO62734,SJ-0194-M,12746,2013-07-24,2013-07-31,2013-08-05,54.00,1,54.00
SO62735,BK-M68S-38,14453,2013-07-24,2013-07-31,2013-08-05,2320.00,1,2320.00
SO62735,FE-6654,14453,2013-07-24,2013-07-31,2013-08-05,22.00,1,22.00
SO62735,LJ-0192-L,14453,2013-07-24,2013-07-31,2013-08-05,50.00,1,50.00
SO62735,SO-R809-M,14453,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62736,BK-M68B-38,14473,2013-07-24,2013-07-31,2013-08-05,2295.00,1,2295.00
SO62736,HY-1023-70,14473,2013-07-24,2013-07-31,2013-08-05,55.00,1,55.00
SO62736,VE-C304-L,14473,2013-07-24,2013-07-31,2013-08-05,64.00,1,64.00
SO62737,BK-T79U-54,11343,2013-07-24,2013-07-31,2013-08-05,2384.00,1,2384.00
SO62737,BC-R205,11343,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62737,WB-H098,11343,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62737,CA-1098,11343,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62737,HL-U509-B,11343,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62738,BK-R79Y-44,20249,2013-07-24,2013-07-31,2013-08-05,1701.00,1,1701.00
SO62738,SJ-0194-L,20249,2013-07-24,2013-07-31,2013-08-05,54.00,1,54.00
SO62739,BK-M68S-42,11030,2013-07-24,2013-07-31,2013-08-05,2320.00,1,2320.00
SO62740,BK-T79Y-60,13343,2013-07-24,2013-07-31,2013-08-05,2384.00,1,2384.00
SO62740,BC-R205,13343,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62740,CL-9009,13343,2013-07-24,2013-07-31,2013-08-05,8.00,1,8.00
SO62741,BK-T79Y-54,25924,2013-07-24,2013-07-31,2013-08-05,2384.00,1,2384.00
SO62741,HL-U509-B,25924,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62742,BK-T79Y-46,25976,2013-07-24,2013-07-31,2013-08-05,2384.00,1,2384.00
SO62743,BK-R19B-52,22871,2013-07-24,2013-07-31,2013-08-05,540.00,1,540.00
SO62743,TI-R092,22871,2013-07-24,2013-07-31,2013-08-05,21.00,1,21.00
SO62744,BK-R19B-52,22298,2013-07-24,2013-07-31,2013-08-05,540.00,1,540.00
SO62744,BC-R205,22298,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62744,WB-H098,22298,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62744,GL-H102-M,22298,2013-07-24,2013-07-31,2013-08-05,24.00,1,24.00
SO62745,BK-R19B-44,16220,2013-07-24,2013-07-31,2013-08-05,540.00,1,540.00
SO62745,BC-R205,16220,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62745,WB-H098,16220,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62745,CA-1098,16220,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62746,BK-R64Y-38,19884,2013-07-24,2013-07-31,2013-08-05,1120.00,1,1120.00
SO62746,BC-R205,19884,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62746,WB-H098,19884,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62746,SJ-0194-L,19884,2013-07-24,2013-07-31,2013-08-05,54.00,1,54.00
SO62747,BK-R64Y-42,20061,2013-07-24,2013-07-31,2013-08-05,1120.00,1,1120.00
SO62747,SJ-0194-S,20061,2013-07-24,2013-07-31,2013-08-05,54.00,1,54.00
SO62748,BK-R19B-48,26892,2013-07-24,2013-07-31,2013-08-05,540.00,1,540.00
SO62748,BC-R205,26892,2013-07-24,2013-07-31,2013-08-05,9.00,1,9.00
SO62748,WB-H098,26892,2013-07-24,2013-07-31,2013-08-05,5.00,1,5.00
SO62749,BK-T18Y-44,29081,2013-07-24,2013-07-31,2013-08-05,742.00,1,742.00
SO62750,BK-T79Y-50,11097,2013-07-24,2013-07-31,2013-08-05,2384.00,1,2384.00
SO62750,HL-U509-R,11097,2013-07-24,2013-07-31,2013-08-05,35.00,1,35.00
SO62751,HL-U509-R,11932,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62751,CA-1098,11932,2013-07-25,2013-08-01,2013-08-06,9.00,1,9.00
SO62751,LJ-0192-L,11932,2013-07-25,2013-08-01,2013-08-06,50.00,1,50.00
SO62752,TI-R628,15241,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62752,TT-R982,15241,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62753,TT-R982,14008,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62753,TI-R628,14008,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62754,TI-M602,16632,2013-07-25,2013-08-01,2013-08-06,30.00,1,30.00
SO62755,FE-6654,18705,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62755,HL-U509-B,18705,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62756,FE-6654,16709,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62756,SJ-0194-L,16709,2013-07-25,2013-08-01,2013-08-06,54.00,1,54.00
SO62757,WB-H098,22856,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62758,CA-1098,14231,2013-07-25,2013-08-01,2013-08-06,9.00,1,9.00
SO62758,LJ-0192-S,14231,2013-07-25,2013-08-01,2013-08-06,50.00,1,50.00
SO62759,CL-9009,11458,2013-07-25,2013-08-01,2013-08-06,8.00,1,8.00
SO62760,PK-7098,18299,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62761,BK-R79Y-48,21060,2013-07-25,2013-08-01,2013-08-06,1701.00,1,1701.00
SO62761,GL-H102-M,21060,2013-07-25,2013-08-01,2013-08-06,24.00,1,24.00
SO62762,BK-R79Y-48,17827,2013-07-25,2013-08-01,2013-08-06,1701.00,1,1701.00
SO62762,SJ-0194-S,17827,2013-07-25,2013-08-01,2013-08-06,54.00,1,54.00
SO62763,BK-R79Y-48,17830,2013-07-25,2013-08-01,2013-08-06,1701.00,1,1701.00
SO62763,LJ-0192-M,17830,2013-07-25,2013-08-01,2013-08-06,50.00,1,50.00
SO62764,BK-R79Y-44,17928,2013-07-25,2013-08-01,2013-08-06,1701.00,1,1701.00
SO62764,HL-U509-B,17928,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62765,BK-R89R-58,24865,2013-07-25,2013-08-01,2013-08-06,2443.00,1,2443.00
SO62765,HL-U509-R,24865,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62766,BK-M38S-38,14141,2013-07-25,2013-08-01,2013-08-06,769.00,1,769.00
SO62766,TI-M602,14141,2013-07-25,2013-08-01,2013-08-06,30.00,1,30.00
SO62766,TT-M928,14141,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62766,HL-U509-B,14141,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62767,BK-M68S-42,12873,2013-07-25,2013-08-01,2013-08-06,2320.00,1,2320.00
SO62767,HL-U509,12873,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62768,BK-M68B-38,12378,2013-07-25,2013-08-01,2013-08-06,2295.00,1,2295.00
SO62769,BK-M68B-42,12860,2013-07-25,2013-08-01,2013-08-06,2295.00,1,2295.00
SO62769,RA-H123,12860,2013-07-25,2013-08-01,2013-08-06,120.00,1,120.00
SO62770,TT-R982,11174,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62770,PK-7098,11174,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62771,TT-R982,29349,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62771,HL-U509-B,29349,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62772,TT-T092,28999,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62773,TT-T092,27035,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62773,PK-7098,27035,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62774,TI-T723,26800,2013-07-25,2013-08-01,2013-08-06,29.00,1,29.00
SO62774,TT-T092,26800,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62774,HL-U509-B,26800,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62775,TI-M267,11331,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62775,PK-7098,11331,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62775,CL-9009,11331,2013-07-25,2013-08-01,2013-08-06,8.00,1,8.00
SO62776,TI-M267,26048,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62776,TT-M928,26048,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62776,PK-7098,26048,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62776,ST-1401,26048,2013-07-25,2013-08-01,2013-08-06,159.00,1,159.00
SO62777,TI-R982,24766,2013-07-25,2013-08-01,2013-08-06,33.00,1,33.00
SO62777,TT-R982,24766,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62777,HL-U509,24766,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62778,TI-M267,11223,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62778,GL-H102-L,11223,2013-07-25,2013-08-01,2013-08-06,24.00,1,24.00
SO62779,TI-M267,24745,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62779,TT-M928,24745,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62780,BC-M005,21636,2013-07-25,2013-08-01,2013-08-06,10.00,1,10.00
SO62780,WB-H098,21636,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62781,BC-M005,15536,2013-07-25,2013-08-01,2013-08-06,10.00,1,10.00
SO62781,WB-H098,15536,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62781,VE-C304-S,15536,2013-07-25,2013-08-01,2013-08-06,64.00,1,64.00
SO62782,WB-H098,25016,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62783,WB-H098,26270,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62784,WB-H098,25209,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62784,HL-U509-B,25209,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62784,LJ-0192-M,25209,2013-07-25,2013-08-01,2013-08-06,50.00,1,50.00
SO62784,CA-1098,25209,2013-07-25,2013-08-01,2013-08-06,9.00,1,9.00
SO62785,WB-H098,26474,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62785,CA-1098,26474,2013-07-25,2013-08-01,2013-08-06,9.00,1,9.00
SO62786,FE-6654,14097,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62786,HL-U509,14097,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62787,TI-M823,16586,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62787,HL-U509-R,16586,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62788,GL-H102-M,15045,2013-07-25,2013-08-01,2013-08-06,24.00,1,24.00
SO62788,TI-M267,15045,2013-07-25,2013-08-01,2013-08-06,25.00,1,25.00
SO62789,TT-R982,15098,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62789,TI-R982,15098,2013-07-25,2013-08-01,2013-08-06,33.00,1,33.00
SO62789,PK-7098,15098,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62790,FE-6654,14152,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62790,LJ-0192-S,14152,2013-07-25,2013-08-01,2013-08-06,50.00,1,50.00
SO62791,TT-R982,25313,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62792,TT-R982,25474,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62792,HL-U509-R,25474,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62793,TT-R982,22688,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62793,HL-U509-R,22688,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62794,TI-R092,22561,2013-07-25,2013-08-01,2013-08-06,21.00,1,21.00
SO62794,TT-R982,22561,2013-07-25,2013-08-01,2013-08-06,4.00,1,4.00
SO62795,GL-H102-M,11672,2013-07-25,2013-08-01,2013-08-06,24.00,1,24.00
SO62795,TI-M823,11672,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62796,TI-M823,11646,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62796,GL-H102-S,11646,2013-07-25,2013-08-01,2013-08-06,24.00,1,24.00
SO62797,TI-M823,13268,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62797,PK-7098,13268,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62798,TI-M823,11824,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62798,TT-M928,11824,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62799,TI-M823,14370,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62799,TT-M928,14370,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62799,HL-U509,14370,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62800,FE-6654,16380,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62800,LJ-0192-S,16380,2013-07-25,2013-08-01,2013-08-06,50.00,1,50.00
SO62801,FE-6654,19662,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62801,SJ-0194-X,19662,2013-07-25,2013-08-01,2013-08-06,54.00,1,54.00
SO62802,BK-M18S-52,19737,2013-07-25,2013-08-01,2013-08-06,565.00,1,565.00
SO62802,FE-6654,19737,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62802,HL-U509-R,19737,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62803,BK-M18B-48,22128,2013-07-25,2013-08-01,2013-08-06,540.00,1,540.00
SO62803,BC-M005,22128,2013-07-25,2013-08-01,2013-08-06,10.00,1,10.00
SO62803,CA-1098,22128,2013-07-25,2013-08-01,2013-08-06,9.00,1,9.00
SO62803,WB-H098,22128,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62804,BK-M68S-38,12094,2013-07-25,2013-08-01,2013-08-06,2320.00,1,2320.00
SO62804,TI-M823,12094,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62804,TT-M928,12094,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62804,FE-6654,12094,2013-07-25,2013-08-01,2013-08-06,22.00,1,22.00
SO62804,PK-7098,12094,2013-07-25,2013-08-01,2013-08-06,2.00,1,2.00
SO62805,BK-M68S-46,12075,2013-07-25,2013-08-01,2013-08-06,2320.00,1,2320.00
SO62805,TI-M823,12075,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62806,BK-R89B-58,20247,2013-07-25,2013-08-01,2013-08-06,2443.00,1,2443.00
SO62806,HL-U509-B,20247,2013-07-25,2013-08-01,2013-08-06,35.00,1,35.00
SO62807,BK-M18B-44,12252,2013-07-25,2013-08-01,2013-08-06,540.00,1,540.00
SO62807,BC-M005,12252,2013-07-25,2013-08-01,2013-08-06,10.00,1,10.00
SO62807,WB-H098,12252,2013-07-25,2013-08-01,2013-08-06,5.00,1,5.00
SO62807,CA-1098,12252,2013-07-25,2013-08-01,2013-08-06,9.00,1,9.00
